,dataset,model,strategy,round_accuries
0,Cifar10,Cifar10ConvModel,entropy-sampler,"[[0.116, 0.2188, 0.2336, 0.2746, 0.3466, 0.3859, 0.4135, 0.4397, 0.4697, 0.5219, 0.5305, 0.5587, 0.5645, 0.5846, 0.6064, 0.6155, 0.6364, 0.6378, 0.6365, 0.651, 0.6606, 0.6515, 0.6588, 0.6835, 0.6876, 0.6824, 0.6882, 0.696, 0.6938, 0.7037, 0.6982, 0.7043, 0.7118, 0.7056, 0.7123, 0.7173, 0.7173, 0.7148, 0.718, 0.7199], [0.1221, 0.1696, 0.2285, 0.2953, 0.3414, 0.3802, 0.4219, 0.4508, 0.5002, 0.4983, 0.5285, 0.5648, 0.5651, 0.5932, 0.5986, 0.614, 0.6322, 0.6401, 0.651, 0.6566, 0.6661, 0.6646, 0.6708, 0.6591, 0.6667, 0.6692, 0.683, 0.6831, 0.6774, 0.6882, 0.6856, 0.6841, 0.7015, 0.6927, 0.7125, 0.7143, 0.713, 0.7133, 0.7149, 0.7187], [0.1292, 0.164, 0.2214, 0.3139, 0.3761, 0.4077, 0.4147, 0.4415, 0.4624, 0.5075, 0.5232, 0.5386, 0.5705, 0.5784, 0.5811, 0.6118, 0.6023, 0.628, 0.6404, 0.6362, 0.6498, 0.6508, 0.6614, 0.6674, 0.6721, 0.6716, 0.6656, 0.6808, 0.6849, 0.6963, 0.6953, 0.6875, 0.7052, 0.7087, 0.6816, 0.7089, 0.7078, 0.7191, 0.7203, 0.7192], [0.122, 0.2137, 0.2635, 0.3211, 0.3649, 0.4063, 0.4224, 0.4519, 0.474, 0.5141, 0.5494, 0.5814, 0.5849, 0.5988, 0.616, 0.6091, 0.6233, 0.6281, 0.6397, 0.6579, 0.6517, 0.6627, 0.6719, 0.6627, 0.6786, 0.671, 0.6824, 0.68, 0.6947, 0.6942, 0.6924, 0.6948, 0.6919, 0.6898, 0.7066, 0.7115, 0.708, 0.7037, 0.7062, 0.7105], [0.1052, 0.1689, 0.2143, 0.3083, 0.3384, 0.369, 0.3985, 0.4154, 0.4446, 0.4905, 0.5076, 0.5359, 0.5404, 0.5829, 0.6009, 0.6058, 0.6076, 0.6332, 0.6353, 0.6479, 0.6538, 0.6543, 0.6523, 0.6678, 0.6818, 0.6812, 0.6769, 0.6919, 0.6891, 0.6949, 0.6972, 0.7028, 0.6919, 0.703, 0.7089, 0.7129, 0.7049, 0.7046, 0.7135, 0.7174]]"
